date,location,new_cases,new_deaths,total_cases,total_deaths
2/3/20,India,1,,3,
2/4/20,India,0,,3,
2/5/20,India,0,,3,
2/6/20,India,0,,3,
2/7/20,India,0,,3,
2/8/20,India,0,,3,
2/9/20,India,0,,3,
2/10/20,India,0,,3,
2/11/20,India,0,,3,
2/12/20,India,0,,3,
2/13/20,India,0,,3,
2/14/20,India,0,,3,
2/15/20,India,0,,3,
2/16/20,India,0,,3,
2/17/20,India,0,,3,
2/18/20,India,0,,3,
2/19/20,India,0,,3,
2/20/20,India,0,,3,
2/21/20,India,0,,3,
2/22/20,India,0,,3,
2/23/20,India,0,,3,
2/24/20,India,0,,3,
2/25/20,India,0,,3,
2/26/20,India,0,,3,
2/27/20,India,0,,3,
2/28/20,India,0,,3,
2/29/20,India,0,,3,
3/1/20,India,0,,3,
3/2/20,India,0,,3,
3/3/20,India,2,,5,
3/4/20,India,1,,6,
3/5/20,India,23,,29,
3/6/20,India,1,,30,
3/7/20,India,1,,31,
3/8/20,India,3,,34,
3/9/20,India,9,,43,
3/10/20,India,1,,44,
3/11/20,India,16,,60,
3/12/20,India,13,,73,
3/13/20,India,1,,74,1
3/14/20,India,8,1,82,2
3/2/20,Indonesia,,,2,
3/3/20,Indonesia,0,,2,
3/4/20,Indonesia,0,,2,
3/5/20,Indonesia,0,,2,
3/6/20,Indonesia,0,,2,
3/7/20,Indonesia,0,,2,
3/8/20,Indonesia,4,,6,
3/9/20,Indonesia,0,,6,
3/10/20,Indonesia,13,,19,
3/11/20,Indonesia,8,,27,1
3/12/20,Indonesia,7,0,34,1
3/13/20,Indonesia,0,0,34,1
3/14/20,Indonesia,35,2,69,3
2/6/20,International,,,20,
2/7/20,International,41,,61,
2/8/20,International,3,,64,
2/9/20,International,0,,64,
2/10/20,International,6,,70,
2/11/20,International,65,,135,
2/12/20,International,40,,175,
2/13/20,International,-1,,174,
2/14/20,International,44,,218,
2/15/20,International,0,,218,
2/16/20,International,137,,355,
2/17/20,International,99,,454,
2/18/20,International,0,,454,
2/19/20,International,88,,542,
2/20/20,International,79,,621,2
2/21/20,International,13,0,634,2
2/22/20,International,0,0,634,2
2/23/20,International,0,1,634,3
2/24/20,International,61,0,695,3
2/25/20,International,-4,0,691,3
2/26/20,International,0,0,691,3
2/27/20,International,14,1,705,4
2/28/20,International,0,0,705,4
2/29/20,International,0,2,705,6
3/1/20,International,0,0,705,6
3/2/20,International,1,0,706,6
3/3/20,International,0,0,706,6
3/4/20,International,0,0,706,6
3/5/20,International,0,0,706,6
3/6/20,International,-10,0,696,6
3/7/20,International,0,0,696,6
3/8/20,International,0,1,696,7
3/9/20,International,0,0,696,7
3/10/20,International,0,0,696,7
3/11/20,International,0,0,696,7
3/12/20,International,0,0,696,7
3/13/20,International,0,0,696,7
3/14/20,International,1,0,697,7
2/20/20,Iran,,,2,2
2/21/20,Iran,3,0,5,2
2/22/20,Iran,13,2,18,4
2/23/20,Iran,10,1,28,5
2/24/20,Iran,15,3,43,8
2/25/20,Iran,18,4,61,12
2/26/20,Iran,34,3,95,15
2/27/20,Iran,46,7,141,22
2/28/20,Iran,104,4,245,26
2/29/20,Iran,143,8,388,34
3/1/20,Iran,205,9,593,43
3/2/20,Iran,385,11,978,54
3/3/20,Iran,523,12,1501,66
3/4/20,Iran,835,11,2336,77
3/5/20,Iran,586,15,2922,92
3/6/20,Iran,591,15,3513,107
3/7/20,Iran,1234,17,4747,124
3/8/20,Iran,1076,21,5823,145
3/9/20,Iran,743,49,6566,194
3/10/20,Iran,595,43,7161,237
3/11/20,Iran,881,54,8042,291
3/12/20,Iran,958,63,9000,354
3/13/20,Iran,1075,75,10075,429
3/14/20,Iran,1289,85,11364,514
2/25/20,Iraq,,,1,
2/26/20,Iraq,4,,5,
2/27/20,Iraq,1,,6,
2/28/20,Iraq,1,,7,
2/29/20,Iraq,1,,8,
3/1/20,Iraq,5,,13,
3/2/20,Iraq,6,,19,
3/3/20,Iraq,7,,26,
3/4/20,Iraq,5,,31,
3/5/20,Iraq,5,,36,2
3/6/20,Iraq,0,0,36,2
3/7/20,Iraq,8,2,44,4
3/8/20,Iraq,10,0,54,4
3/9/20,Iraq,6,2,60,6
3/10/20,Iraq,1,0,61,6
3/11/20,Iraq,0,0,61,6
3/12/20,Iraq,9,1,70,7
3/13/20,Iraq,0,0,70,7
3/14/20,Iraq,23,2,93,9
3/1/20,Ireland,,,1,
3/2/20,Ireland,0,,1,
3/3/20,Ireland,0,,1,
3/4/20,Ireland,1,,2,
3/5/20,Ireland,0,,2,
3/6/20,Ireland,12,,14,
3/7/20,Ireland,4,,18,
3/8/20,Ireland,1,,19,
3/9/20,Ireland,2,,21,
3/10/20,Ireland,3,,24,
3/11/20,Ireland,10,,34,
3/12/20,Ireland,9,,43,1
3/13/20,Ireland,27,0,70,1
3/14/20,Ireland,20,0,90,1
2/22/20,Israel,,,1,
2/23/20,Israel,0,,1,
2/24/20,Israel,0,,1,
2/25/20,Israel,1,,2,
2/26/20,Israel,0,,2,
2/27/20,Israel,0,,2,
2/28/20,Israel,1,,3,
2/29/20,Israel,2,,5,
3/1/20,Israel,2,,7,
3/2/20,Israel,0,,7,
3/3/20,Israel,3,,10,
3/4/20,Israel,2,,12,
3/5/20,Israel,3,,15,
3/6/20,Israel,0,,15,
3/7/20,Israel,4,,19,
3/8/20,Israel,6,,25,
3/9/20,Israel,14,,39,
3/10/20,Israel,0,,39,
3/11/20,Israel,36,,75,
3/12/20,Israel,0,,75,
3/13/20,Israel,0,,75,
3/14/20,Israel,25,,100,
1/31/20,Italy,,,2,
2/1/20,Italy,0,,2,
2/2/20,Italy,0,,2,
2/3/20,Italy,0,,2,
2/4/20,Italy,0,,2,
2/5/20,Italy,0,,2,
2/6/20,Italy,0,,2,
2/7/20,Italy,1,,3,
2/8/20,Italy,0,,3,
2/9/20,Italy,0,,3,
2/10/20,Italy,0,,3,
2/11/20,Italy,0,,3,
2/12/20,Italy,0,,3,
2/13/20,Italy,0,,3,
2/14/20,Italy,0,,3,
2/15/20,Italy,0,,3,
2/16/20,Italy,0,,3,
2/17/20,Italy,0,,3,
2/18/20,Italy,0,,3,
2/19/20,Italy,0,,3,
2/20/20,Italy,0,,3,
2/21/20,Italy,0,,3,
2/22/20,Italy,6,,9,
2/23/20,Italy,67,,76,2
2/24/20,Italy,48,0,124,2
2/25/20,Italy,105,4,229,6
2/26/20,Italy,93,5,322,11
2/27/20,Italy,78,1,400,12
2/28/20,Italy,250,5,650,17
2/29/20,Italy,238,4,888,21
3/1/20,Italy,240,8,1128,29
3/2/20,Italy,561,6,1689,35
3/3/20,Italy,347,17,2036,52
3/4/20,Italy,466,28,2502,80
3/5/20,Italy,587,27,3089,107
3/6/20,Italy,769,41,3858,148
3/7/20,Italy,778,49,4636,197
3/8/20,Italy,1247,37,5883,234
3/9/20,Italy,1492,132,7375,366
3/10/20,Italy,1797,97,9172,463
3/11/20,Italy,977,168,10149,631
3/12/20,Italy,2313,196,12462,827
3/13/20,Italy,2651,189,15113,1016
3/14/20,Italy,2547,252,17660,1268
3/11/20,Jamaica,,,1,
3/12/20,Jamaica,0,,1,
3/13/20,Jamaica,0,,1,
3/14/20,Jamaica,6,,7,
1/21/20,Japan,,,1,
1/22/20,Japan,0,,1,
1/23/20,Japan,0,,1,
1/24/20,Japan,0,,1,
1/25/20,Japan,2,,3,
1/26/20,Japan,0,,3,
1/27/20,Japan,1,,4,
1/28/20,Japan,2,,6,
1/29/20,Japan,1,,7,
1/30/20,Japan,4,,11,
1/31/20,Japan,3,,14,
2/1/20,Japan,3,,17,
2/2/20,Japan,3,,20,
2/3/20,Japan,0,,20,
2/4/20,Japan,0,,20,
2/5/20,Japan,3,,23,
2/6/20,Japan,2,,25,
2/7/20,Japan,0,,25,
2/8/20,Japan,0,,25,
2/9/20,Japan,1,,26,
2/10/20,Japan,0,,26,
2/11/20,Japan,0,,26,
2/12/20,Japan,2,,28,
2/13/20,Japan,1,,29,
2/14/20,Japan,4,,33,1
2/15/20,Japan,8,0,41,1
2/16/20,Japan,12,0,53,1
2/17/20,Japan,6,0,59,1
2/18/20,Japan,6,0,65,1
2/19/20,Japan,8,0,73,1
2/20/20,Japan,12,0,85,1
2/21/20,Japan,8,0,93,1
2/22/20,Japan,12,0,105,1
2/23/20,Japan,27,0,132,1
2/24/20,Japan,12,0,144,1
2/25/20,Japan,13,0,157,1
2/26/20,Japan,7,0,164,1
2/27/20,Japan,22,2,186,3
2/28/20,Japan,24,1,210,4
2/29/20,Japan,20,1,230,5
3/1/20,Japan,9,0,239,5
3/2/20,Japan,15,1,254,6
3/3/20,Japan,14,0,268,6
3/4/20,Japan,16,0,284,6
3/5/20,Japan,33,0,317,6
3/6/20,Japan,32,0,349,6
3/7/20,Japan,59,0,408,6
3/8/20,Japan,47,0,455,6
3/9/20,Japan,33,1,488,7
3/10/20,Japan,26,2,514,9
3/11/20,Japan,54,3,568,12
3/12/20,Japan,52,3,620,15
3/13/20,Japan,55,4,675,19
3/14/20,Japan,41,2,716,21
3/13/20,Jersey,,,2,
3/14/20,Jersey,0,,2,
3/3/20,Jordan,,,1,
3/4/20,Jordan,0,,1,
3/5/20,Jordan,0,,1,
3/6/20,Jordan,0,,1,
3/7/20,Jordan,0,,1,
3/8/20,Jordan,0,,1,
3/9/20,Jordan,0,,1,
3/10/20,Jordan,0,,1,
3/11/20,Jordan,0,,1,
3/12/20,Jordan,0,,1,
3/13/20,Jordan,0,,1,
3/14/20,Jordan,0,,1,
3/14/20,Kenya,,,1,
2/24/20,Kuwait,,,3,
2/25/20,Kuwait,5,,8,
2/26/20,Kuwait,4,,12,
2/27/20,Kuwait,31,,43,
2/28/20,Kuwait,0,,43,
2/29/20,Kuwait,2,,45,
3/1/20,Kuwait,0,,45,
3/2/20,Kuwait,11,,56,
3/3/20,Kuwait,0,,56,
3/4/20,Kuwait,0,,56,
3/5/20,Kuwait,2,,58,
3/6/20,Kuwait,0,,58,
3/7/20,Kuwait,0,,58,
3/8/20,Kuwait,4,,62,
3/9/20,Kuwait,2,,64,
3/10/20,Kuwait,1,,65,
3/11/20,Kuwait,4,,69,
3/12/20,Kuwait,11,,80,
3/13/20,Kuwait,0,,80,
3/14/20,Kuwait,20,,100,
3/3/20,Latvia,,,1,
3/4/20,Latvia,0,,1,
3/5/20,Latvia,0,,1,
3/6/20,Latvia,0,,1,
3/7/20,Latvia,0,,1,
3/8/20,Latvia,0,,1,
3/9/20,Latvia,2,,3,
3/10/20,Latvia,3,,6,
3/11/20,Latvia,2,,8,
3/12/20,Latvia,8,,16,
3/13/20,Latvia,0,,16,
3/14/20,Latvia,0,,16,
2/22/20,Lebanon,,,1,
2/23/20,Lebanon,0,,1,
2/24/20,Lebanon,0,,1,
2/25/20,Lebanon,0,,1,
2/26/20,Lebanon,0,,1,
2/27/20,Lebanon,1,,2,
2/28/20,Lebanon,0,,2,
2/29/20,Lebanon,0,,2,
3/1/20,Lebanon,0,,2,
3/2/20,Lebanon,8,,10,
3/3/20,Lebanon,3,,13,
3/4/20,Lebanon,0,,13,
3/5/20,Lebanon,0,,13,
3/6/20,Lebanon,3,,16,
3/7/20,Lebanon,6,,22,
3/8/20,Lebanon,6,,28,
3/9/20,Lebanon,4,,32,
3/10/20,Lebanon,9,,41,
3/11/20,Lebanon,0,,41,1
3/12/20,Lebanon,25,2,66,3
3/13/20,Lebanon,0,0,66,3
3/14/20,Lebanon,11,1,77,4
3/5/20,Liechtenstein,,,1,
3/6/20,Liechtenstein,0,,1,
3/7/20,Liechtenstein,0,,1,
3/8/20,Liechtenstein,0,,1,
3/9/20,Liechtenstein,0,,1,
3/10/20,Liechtenstein,0,,1,
3/11/20,Liechtenstein,0,,1,
3/12/20,Liechtenstein,0,,1,
3/13/20,Liechtenstein,3,,4,
3/14/20,Liechtenstein,0,,4,
2/28/20,Lithuania,,,1,
2/29/20,Lithuania,0,,1,
3/1/20,Lithuania,0,,1,
3/2/20,Lithuania,0,,1,
3/3/20,Lithuania,0,,1,
3/4/20,Lithuania,0,,1,
3/5/20,Lithuania,0,,1,
3/6/20,Lithuania,0,,1,
3/7/20,Lithuania,0,,1,
3/8/20,Lithuania,0,,1,
3/9/20,Lithuania,0,,1,
3/10/20,Lithuania,0,,1,
3/11/20,Lithuania,0,,1,
3/12/20,Lithuania,2,,3,
3/13/20,Lithuania,0,,3,
3/14/20,Lithuania,3,,6,
3/2/20,Luxembourg,,,1,
3/3/20,Luxembourg,0,,1,
3/4/20,Luxembourg,0,,1,
3/5/20,Luxembourg,0,,1,
3/6/20,Luxembourg,0,,1,
3/7/20,Luxembourg,1,,2,
3/8/20,Luxembourg,0,,2,
3/9/20,Luxembourg,0,,2,
3/10/20,Luxembourg,3,,5,
3/11/20,Luxembourg,0,,5,
3/12/20,Luxembourg,12,,17,
3/13/20,Luxembourg,0,,17,
3/14/20,Luxembourg,21,,38,1
1/26/20,Malaysia,,,3,
1/27/20,Malaysia,1,,4,
1/28/20,Malaysia,0,,4,
1/29/20,Malaysia,0,,4,
1/30/20,Malaysia,3,,7,
1/31/20,Malaysia,1,,8,
2/1/20,Malaysia,0,,8,
2/2/20,Malaysia,0,,8,
2/3/20,Malaysia,0,,8,
2/4/20,Malaysia,2,,10,
2/5/20,Malaysia,0,,10,
2/6/20,Malaysia,2,,12,
2/7/20,Malaysia,2,,14,
2/8/20,Malaysia,1,,15,
2/9/20,Malaysia,2,,17,
2/10/20,Malaysia,1,,18,
2/11/20,Malaysia,0,,18,
2/12/20,Malaysia,0,,18,
2/13/20,Malaysia,0,,18,
2/14/20,Malaysia,1,,19,
2/15/20,Malaysia,2,,21,
2/16/20,Malaysia,1,,22,
2/17/20,Malaysia,0,,22,
2/18/20,Malaysia,0,,22,
2/19/20,Malaysia,0,,22,
2/20/20,Malaysia,0,,22,
2/21/20,Malaysia,0,,22,
2/22/20,Malaysia,0,,22,
2/23/20,Malaysia,0,,22,
2/24/20,Malaysia,0,,22,
2/25/20,Malaysia,0,,22,
2/26/20,Malaysia,0,,22,
2/27/20,Malaysia,0,,22,
2/28/20,Malaysia,2,,24,
2/29/20,Malaysia,0,,24,
3/1/20,Malaysia,0,,24,
3/2/20,Malaysia,0,,24,
3/3/20,Malaysia,5,,29,
3/4/20,Malaysia,21,,50,
3/5/20,Malaysia,0,,50,
3/6/20,Malaysia,5,,55,
3/7/20,Malaysia,28,,83,
3/8/20,Malaysia,10,,93,
3/9/20,Malaysia,0,,93,
3/10/20,Malaysia,24,,117,
3/11/20,Malaysia,12,,129,
3/12/20,Malaysia,0,,129,
3/13/20,Malaysia,0,,129,
3/14/20,Malaysia,68,,197,
3/8/20,Maldives,,,2,
3/9/20,Maldives,2,,4,
3/10/20,Maldives,0,,4,
3/11/20,Maldives,4,,8,
3/12/20,Maldives,0,,8,
3/13/20,Maldives,0,,8,
3/14/20,Maldives,1,,9,
3/8/20,Malta,,,3,
3/9/20,Malta,0,,3,
3/10/20,Malta,1,,4,
3/11/20,Malta,0,,4,
3/12/20,Malta,2,,6,
3/13/20,Malta,3,,9,
3/14/20,Malta,3,,12,
3/8/20,Martinique,,,2,
3/9/20,Martinique,0,,2,
3/10/20,Martinique,0,,2,
3/11/20,Martinique,1,,3,
3/12/20,Martinique,0,,3,
3/13/20,Martinique,1,,4,
3/14/20,Martinique,2,,6,
2/29/20,Mexico,,,2,
3/1/20,Mexico,0,,2,
3/2/20,Mexico,3,,5,
3/3/20,Mexico,0,,5,
3/4/20,Mexico,0,,5,
3/5/20,Mexico,0,,5,
3/6/20,Mexico,0,,5,
3/7/20,Mexico,0,,5,
3/8/20,Mexico,2,,7,
3/9/20,Mexico,0,,7,
3/10/20,Mexico,0,,7,
3/11/20,Mexico,0,,7,
3/12/20,Mexico,4,,11,
3/13/20,Mexico,1,,12,
3/14/20,Mexico,14,,26,
3/1/20,Monaco,,,1,
3/2/20,Monaco,0,,1,
3/3/20,Monaco,0,,1,
3/4/20,Monaco,0,,1,
3/5/20,Monaco,0,,1,
3/6/20,Monaco,0,,1,
3/7/20,Monaco,0,,1,
3/8/20,Monaco,0,,1,
3/9/20,Monaco,0,,1,
3/10/20,Monaco,0,,1,
3/11/20,Monaco,0,,1,
3/12/20,Monaco,0,,1,
3/13/20,Monaco,0,,1,
3/14/20,Monaco,1,,2,
3/10/20,Mongolia,,,1,
3/11/20,Mongolia,0,,1,
3/12/20,Mongolia,0,,1,
3/13/20,Mongolia,0,,1,
3/14/20,Mongolia,0,,1,
3/3/20,Morocco,,,1,
3/4/20,Morocco,0,,1,
3/5/20,Morocco,1,,2,
3/6/20,Morocco,0,,2,
3/7/20,Morocco,0,,2,
3/8/20,Morocco,0,,2,
3/9/20,Morocco,0,,2,
3/10/20,Morocco,0,,2,
3/11/20,Morocco,1,,3,1
3/12/20,Morocco,2,0,5,1
3/13/20,Morocco,1,0,6,1
3/14/20,Morocco,1,0,7,1
1/25/20,Nepal,,,1,
1/26/20,Nepal,0,,1,
1/27/20,Nepal,0,,1,
1/28/20,Nepal,0,,1,
1/29/20,Nepal,0,,1,
1/30/20,Nepal,0,,1,
1/31/20,Nepal,0,,1,
2/1/20,Nepal,0,,1,
2/2/20,Nepal,0,,1,
2/3/20,Nepal,0,,1,
2/4/20,Nepal,0,,1,
2/5/20,Nepal,0,,1,
2/6/20,Nepal,0,,1,
2/7/20,Nepal,0,,1,
2/8/20,Nepal,0,,1,
2/9/20,Nepal,0,,1,
2/10/20,Nepal,0,,1,
2/11/20,Nepal,0,,1,
2/12/20,Nepal,0,,1,
2/13/20,Nepal,0,,1,
2/14/20,Nepal,0,,1,
2/15/20,Nepal,0,,1,
2/16/20,Nepal,0,,1,
2/17/20,Nepal,0,,1,
2/18/20,Nepal,0,,1,
2/19/20,Nepal,0,,1,
2/20/20,Nepal,0,,1,
2/21/20,Nepal,0,,1,
2/22/20,Nepal,0,,1,
2/23/20,Nepal,0,,1,
2/24/20,Nepal,0,,1,
2/25/20,Nepal,0,,1,
2/26/20,Nepal,0,,1,
2/27/20,Nepal,0,,1,
2/28/20,Nepal,0,,1,
2/29/20,Nepal,0,,1,
3/1/20,Nepal,0,,1,
3/2/20,Nepal,0,,1,
3/3/20,Nepal,0,,1,
3/4/20,Nepal,0,,1,
3/5/20,Nepal,0,,1,
3/6/20,Nepal,0,,1,
3/7/20,Nepal,0,,1,
3/8/20,Nepal,0,,1,
3/9/20,Nepal,0,,1,
3/10/20,Nepal,0,,1,
3/11/20,Nepal,0,,1,
3/12/20,Nepal,0,,1,
3/13/20,Nepal,0,,1,
3/14/20,Nepal,0,,1,
2/28/20,Netherlands,,,1,
2/29/20,Netherlands,1,,2,
3/1/20,Netherlands,5,,7,
3/2/20,Netherlands,6,,13,
3/3/20,Netherlands,5,,18,
3/4/20,Netherlands,10,,28,
3/5/20,Netherlands,10,,38,
3/6/20,Netherlands,44,,82,
3/7/20,Netherlands,46,,128,1
3/8/20,Netherlands,60,0,188,1
3/9/20,Netherlands,77,2,265,3
3/10/20,Netherlands,56,0,321,3
3/11/20,Netherlands,61,1,382,4
3/12/20,Netherlands,121,1,503,5
3/13/20,Netherlands,111,0,614,5
3/14/20,Netherlands,190,5,804,10
2/28/20,New Zealand,,,1,
2/29/20,New Zealand,0,,1,
3/1/20,New Zealand,0,,1,
3/2/20,New Zealand,0,,1,
3/3/20,New Zealand,1,,2,
3/4/20,New Zealand,0,,2,
3/5/20,New Zealand,0,,2,
3/6/20,New Zealand,2,,4,
3/7/20,New Zealand,1,,5,
3/8/20,New Zealand,0,,5,
3/9/20,New Zealand,0,,5,
3/10/20,New Zealand,0,,5,
3/11/20,New Zealand,0,,5,
3/12/20,New Zealand,0,,5,
3/13/20,New Zealand,0,,5,
3/14/20,New Zealand,1,,6,
2/28/20,Nigeria,,,1,
2/29/20,Nigeria,0,,1,
3/1/20,Nigeria,0,,1,
3/2/20,Nigeria,0,,1,
3/3/20,Nigeria,0,,1,
3/4/20,Nigeria,0,,1,
3/5/20,Nigeria,0,,1,
3/6/20,Nigeria,0,,1,
3/7/20,Nigeria,0,,1,
3/8/20,Nigeria,0,,1,
3/9/20,Nigeria,1,,2,
3/10/20,Nigeria,0,,2,
3/11/20,Nigeria,0,,2,
3/12/20,Nigeria,0,,2,
3/13/20,Nigeria,0,,2,
3/14/20,Nigeria,0,,2,
2/27/20,Macedonia,,,1,
2/28/20,Macedonia,0,,1,
2/29/20,Macedonia,0,,1,
3/1/20,Macedonia,0,,1,
3/2/20,Macedonia,0,,1,
3/3/20,Macedonia,0,,1,
3/4/20,Macedonia,0,,1,
3/5/20,Macedonia,0,,1,
3/6/20,Macedonia,0,,1,
3/7/20,Macedonia,2,,3,
3/8/20,Macedonia,0,,3,
3/9/20,Macedonia,0,,3,
3/10/20,Macedonia,4,,7,
3/11/20,Macedonia,0,,7,
3/12/20,Macedonia,0,,7,
3/13/20,Macedonia,0,,7,
3/14/20,Macedonia,2,,9,
2/27/20,Norway,,,1,
2/28/20,Norway,3,,4,
2/29/20,Norway,2,,6,
3/1/20,Norway,9,,15,
3/2/20,Norway,4,,19,
3/3/20,Norway,6,,25,
3/4/20,Norway,7,,32,
3/5/20,Norway,24,,56,
3/6/20,Norway,30,,86,
3/7/20,Norway,27,,113,
3/8/20,Norway,34,,147,
3/9/20,Norway,22,,169,
3/10/20,Norway,23,,192,
3/11/20,Norway,85,,277,
3/12/20,Norway,212,,489,
3/13/20,Norway,0,,489,1
3/14/20,Norway,261,0,750,1
3/5/20,Palestine,,,4,
3/6/20,Palestine,3,,7,
3/7/20,Palestine,9,,16,
3/8/20,Palestine,0,,16,
3/9/20,Palestine,3,,19,
3/10/20,Palestine,7,,26,
3/11/20,Palestine,4,,30,
3/12/20,Palestine,0,,30,
3/13/20,Palestine,1,,31,
3/14/20,Palestine,4,,35,
2/25/20,Oman,,,2,
2/26/20,Oman,2,,4,
2/27/20,Oman,0,,4,
2/28/20,Oman,2,,6,
2/29/20,Oman,0,,6,
3/1/20,Oman,0,,6,
3/2/20,Oman,0,,6,
3/3/20,Oman,0,,6,
3/4/20,Oman,6,,12,
3/5/20,Oman,3,,15,
3/6/20,Oman,1,,16,
3/7/20,Oman,0,,16,
3/8/20,Oman,0,,16,
3/9/20,Oman,0,,16,
3/10/20,Oman,2,,18,
3/11/20,Oman,0,,18,
3/12/20,Oman,0,,18,
3/13/20,Oman,0,,18,
3/14/20,Oman,1,,19,
2/27/20,Pakistan,,,2,
2/28/20,Pakistan,0,,2,
2/29/20,Pakistan,0,,2,
3/1/20,Pakistan,2,,4,
3/2/20,Pakistan,0,,4,
3/3/20,Pakistan,1,,5,
3/4/20,Pakistan,0,,5,
3/5/20,Pakistan,0,,5,
3/6/20,Pakistan,0,,5,
3/7/20,Pakistan,0,,5,
3/8/20,Pakistan,0,,5,
3/9/20,Pakistan,1,,6,
3/10/20,Pakistan,10,,16,
3/11/20,Pakistan,0,,16,
3/12/20,Pakistan,3,,19,
3/13/20,Pakistan,1,,20,
3/14/20,Pakistan,1,,21,
3/10/20,Panama,,,1,
3/11/20,Panama,7,,8,1
3/12/20,Panama,2,0,10,1
3/13/20,Panama,4,0,14,1
3/14/20,Panama,13,0,27,1
3/9/20,Paraguay,,,1,
3/10/20,Paraguay,0,,1,
3/11/20,Paraguay,4,,5,
3/12/20,Paraguay,0,,5,
3/13/20,Paraguay,0,,5,
3/14/20,Paraguay,1,,6,
3/7/20,Peru,,,1,
3/8/20,Peru,5,,6,
3/9/20,Peru,0,,6,
3/10/20,Peru,3,,9,
3/11/20,Peru,2,,11,
3/12/20,Peru,6,,17,
3/13/20,Peru,5,,22,
3/14/20,Peru,6,,28,
1/30/20,Philippines,,,1,
1/31/20,Philippines,0,,1,
2/1/20,Philippines,0,,1,
2/2/20,Philippines,1,,2,1
2/3/20,Philippines,0,0,2,1
2/4/20,Philippines,0,0,2,1
2/5/20,Philippines,1,0,3,1
2/6/20,Philippines,0,0,3,1
2/7/20,Philippines,0,0,3,1
2/8/20,Philippines,0,0,3,1
2/9/20,Philippines,0,0,3,1
2/10/20,Philippines,0,0,3,1
2/11/20,Philippines,0,0,3,1
2/12/20,Philippines,0,0,3,1
2/13/20,Philippines,0,0,3,1
2/14/20,Philippines,0,0,3,1
2/15/20,Philippines,0,0,3,1
2/16/20,Philippines,0,0,3,1
2/17/20,Philippines,0,0,3,1
2/18/20,Philippines,0,0,3,1
2/19/20,Philippines,0,0,3,1
2/20/20,Philippines,0,0,3,1
2/21/20,Philippines,0,0,3,1
2/22/20,Philippines,0,0,3,1
2/23/20,Philippines,0,0,3,1
2/24/20,Philippines,0,0,3,1
2/25/20,Philippines,0,0,3,1
2/26/20,Philippines,0,0,3,1
2/27/20,Philippines,0,0,3,1
2/28/20,Philippines,0,0,3,1
2/29/20,Philippines,0,0,3,1
3/1/20,Philippines,0,0,3,1
3/2/20,Philippines,0,0,3,1
3/3/20,Philippines,0,0,3,1
3/4/20,Philippines,0,0,3,1
3/5/20,Philippines,0,0,3,1
3/6/20,Philippines,2,0,5,1
3/7/20,Philippines,0,0,5,1
3/8/20,Philippines,1,0,6,1
3/9/20,Philippines,4,0,10,1
3/10/20,Philippines,23,0,33,1
3/11/20,Philippines,16,1,49,2
3/12/20,Philippines,3,3,52,5
3/13/20,Philippines,0,3,52,8
3/14/20,Philippines,45,1,111,9
3/15/20,Philippines,29,2,140,11
3/4/20,Poland,,,1,
3/5/20,Poland,0,,1,
3/6/20,Poland,0,,1,
3/7/20,Poland,4,,5,
3/8/20,Poland,1,,6,
3/9/20,Poland,5,,11,
3/10/20,Poland,5,,16,
3/11/20,Poland,6,,22,
3/12/20,Poland,22,,44,
3/13/20,Poland,5,,49,1
3/14/20,Poland,15,0,64,1
3/3/20,Portugal,,,2,
3/4/20,Portugal,0,,2,
3/5/20,Portugal,5,,7,
3/6/20,Portugal,2,,9,
3/7/20,Portugal,4,,13,
3/8/20,Portugal,8,,21,
3/9/20,Portugal,9,,30,
3/10/20,Portugal,0,,30,
3/11/20,Portugal,11,,41,
3/12/20,Portugal,0,,41,
3/13/20,Portugal,0,,41,
3/14/20,Portugal,71,,112,
3/14/20,Puerto Rico,,,3,
3/1/20,Qatar,,,1,
3/2/20,Qatar,2,,3,
3/3/20,Qatar,4,,7,
3/4/20,Qatar,1,,8,
3/5/20,Qatar,0,,8,
3/6/20,Qatar,0,,8,
3/7/20,Qatar,3,,11,
3/8/20,Qatar,1,,12,
3/9/20,Qatar,3,,15,
3/10/20,Qatar,3,,18,
3/11/20,Qatar,6,,24,
3/12/20,Qatar,238,,262,
3/13/20,Qatar,0,,262,
3/14/20,Qatar,0,,262,
1/21/20,South Korea,,,1,
1/22/20,South Korea,0,,1,
1/23/20,South Korea,0,,1,
1/24/20,South Korea,1,,2,
1/25/20,South Korea,0,,2,
1/26/20,South Korea,0,,2,
1/27/20,South Korea,2,,4,
1/28/20,South Korea,0,,4,
1/29/20,South Korea,0,,4,
1/30/20,South Korea,0,,4,
1/31/20,South Korea,7,,11,
2/1/20,South Korea,1,,12,
2/2/20,South Korea,3,,15,
2/3/20,South Korea,0,,15,
2/4/20,South Korea,1,,16,
2/5/20,South Korea,2,,18,
2/6/20,South Korea,5,,23,
2/7/20,South Korea,1,,24,
2/8/20,South Korea,0,,24,
2/9/20,South Korea,3,,27,
2/10/20,South Korea,0,,27,
2/11/20,South Korea,1,,28,
2/12/20,South Korea,0,,28,
2/13/20,South Korea,0,,28,
2/14/20,South Korea,0,,28,
2/15/20,South Korea,0,,28,
2/16/20,South Korea,1,,29,
2/17/20,South Korea,1,,30,
2/18/20,South Korea,1,,31,
2/19/20,South Korea,20,,51,
2/20/20,South Korea,53,,104,1
2/21/20,South Korea,100,0,204,1
2/22/20,South Korea,142,1,346,2
